Date,Open,High,Low,Close,Adj Close,Volume
2011-03-30,132.5500030517578,133.16000366210938,132.36000061035156,132.77000427246094,104.53168487548828,135835000
2011-03-31,132.60000610351562,132.9600067138672,132.4499969482422,132.58999633789062,104.38999938964844,132537100
2011-04-01,133.41000366210938,133.77000427246094,132.8300018310547,133.14999389648438,104.83087921142578,153850100
2011-04-04,133.42999267578125,133.6699981689453,132.8800048828125,133.25999450683594,104.91748046875,100768900
2011-04-05,133.0,133.8300018310547,132.94000244140625,133.24000549316406,104.9017562866211,120791500
2011-04-06,133.8800048828125,134.0,133.1199951171875,133.66000366210938,105.23236083984375,120411600
2011-04-07,133.4199981689453,133.97999572753906,132.66000366210938,133.32000732421875,104.96472930908203,170731500
2011-04-08,133.91000366210938,133.99000549316406,132.30999755859375,132.86000061035156,104.60254669189453,147945400
2011-04-11,133.0,133.4499969482422,132.13999938964844,132.4600067138672,104.28765869140625,121385400
2011-04-12,131.72000122070312,131.97999572753906,130.99000549316406,131.47000122070312,103.50818634033203,161187400
2011-04-13,132.0800018310547,132.17999267578125,130.9600067138672,131.4600067138672,103.50032806396484,162059000
2011-04-14,130.6999969482422,131.75999450683594,130.27000427246094,131.55999755859375,103.57906341552734,161220400
2011-04-15,131.8000030517578,132.3699951171875,131.41000366210938,132.0399932861328,103.95696258544922,170006700
2011-04-18,130.58999633789062,132.02999877929688,129.50999450683594,130.55999755859375,102.7917251586914,210759300
2011-04-19,130.75999450683594,131.35000610351562,130.44000244140625,131.30999755859375,103.38220977783203,124258800
2011-04-20,132.8800048828125,133.38999938964844,132.7899932861328,133.10000610351562,104.7915267944336,156133800
2011-04-21,133.7899932861328,133.83999633789062,133.10000610351562,133.77999877929688,105.32685089111328,135935400
2011-04-25,133.67999267578125,133.86000061035156,133.1999969482422,133.63999938964844,105.21663665771484,65757100
2011-04-26,134.0500030517578,135.05999755859375,133.91000366210938,134.7899932861328,106.1220474243164,146600000
2011-04-27,135.0500030517578,135.8699951171875,134.5,135.6699981689453,106.8149185180664,143031000
2011-04-28,135.42999267578125,136.2899932861328,135.41000366210938,136.11000061035156,107.16132354736328,124791100
2011-04-29,136.16000366210938,136.57000732421875,135.97999572753906,136.42999267578125,107.41326141357422,115094100
2011-05-02,137.07000732421875,137.17999267578125,135.9499969482422,136.22000122070312,107.24794006347656,126278700
2011-05-03,135.9600067138672,136.19000244140625,135.0399932861328,135.72999572753906,106.86212921142578,138375000
2011-05-04,135.6699981689453,135.72999572753906,134.22999572753906,134.8300018310547,106.153564453125,182678500
2011-05-05,134.0800018310547,134.9499969482422,133.02000427246094,133.61000061035156,105.19304656982422,226900000
2011-05-06,134.94000244140625,135.6300048828125,133.67999267578125,134.1999969482422,105.65755462646484,222787200
2011-05-09,134.19000244140625,135.11000061035156,133.97999572753906,134.72000122070312,106.06695556640625,114104500
2011-05-10,135.1699981689453,136.11000061035156,135.0,135.8699951171875,106.9723892211914,114806900
2011-05-11,135.6699981689453,135.69000244140625,133.82000732421875,134.44000244140625,105.84650421142578,193564200
2011-05-12,134.0800018310547,135.36000061035156,133.38999938964844,135.0800018310547,106.35041809082031,171550700
2011-05-13,135.14999389648438,135.33999633789062,133.55999755859375,134.0399932861328,105.53156280517578,157444900
2011-05-16,133.55999755859375,134.61000061035156,132.97000122070312,133.19000244140625,104.86238861083984,141675400
2011-05-17,132.69000244140625,133.35000610351562,132.1199951171875,133.1699981689453,104.84661102294922,192686200
2011-05-18,133.24000549316406,134.5,132.9499969482422,134.36000061035156,105.78352355957031,135217900
2011-05-19,134.8000030517578,135.02999877929688,133.94000244140625,134.67999267578125,106.03547668457031,119489500
2011-05-20,134.3300018310547,134.67999267578125,133.36000061035156,133.61000061035156,105.19304656982422,182594900
2011-05-23,131.97999572753906,132.72000122070312,131.58999633789062,132.05999755859375,103.97271728515625,168700000
2011-05-24,132.44000244140625,132.72999572753906,131.6999969482422,131.9499969482422,103.8860855102539,147199600
2011-05-25,131.4199981689453,132.94000244140625,131.3800048828125,132.38999938964844,104.2325210571289,151050100
2011-05-26,132.02999877929688,133.24000549316406,131.77999877929688,133.0,104.71278381347656,164850000
2011-05-27,133.3699951171875,133.8699951171875,132.9600067138672,133.50999450683594,105.11430358886719,120921900
2011-05-31,134.77000427246094,134.9199981689453,133.83999633789062,134.89999389648438,106.20864868164062,164731200
2011-06-01,134.50999450683594,134.9199981689453,131.75999450683594,131.8699951171875,103.82313537597656,233094300
2011-06-02,131.9600067138672,132.24000549316406,130.9600067138672,131.72999572753906,103.7128677368164,200466800
2011-06-03,130.14999389648438,131.4199981689453,130.0800018310547,130.4199981689453,102.6815185546875,234690200
2011-06-06,130.08999633789062,130.36000061035156,128.8699951171875,129.0399932861328,101.59500885009766,179951200
2011-06-07,129.6999969482422,130.07000732421875,128.85000610351562,128.9600067138672,101.53202056884766,161660500
2011-06-08,128.75999450683594,129.19000244140625,128.17999267578125,128.4199981689453,101.10688018798828,198696400
2011-06-09,128.77000427246094,129.92999267578125,128.4600067138672,129.39999389648438,101.87844848632812,160964400
2011-06-10,128.85000610351562,128.92999267578125,127.26000213623047,127.5999984741211,100.4612808227539,238629400
2011-06-13,127.88999938964844,128.24000549316406,127.05000305175781,127.69999694824219,100.53999328613281,207599800
2011-06-14,128.8699951171875,129.77000427246094,128.82000732421875,129.32000732421875,101.81546783447266,160570400
2011-06-15,128.24000549316406,129.3000030517578,126.68000030517578,127.0199966430664,100.00465393066406,300958000
2011-06-16,127.05999755859375,127.97000122070312,126.31999969482422,127.30000305175781,100.22508239746094,308032800
2011-06-17,127.93000030517578,127.94000244140625,126.62000274658203,127.05000305175781,100.524169921875,233284900
2011-06-20,126.62000274658203,127.97000122070312,126.58000183105469,127.69999694824219,101.0384521484375,159479000
2011-06-21,128.36000061035156,129.6999969482422,127.75,129.4499969482422,102.42311096191406,193157300
2011-06-22,129.0500030517578,129.80999755859375,128.58999633789062,128.6699981689453,101.80594635009766,176703000
2011-06-23,127.16000366210938,128.63999938964844,126.19000244140625,128.3000030517578,101.51319122314453,334286500
2011-06-24,128.27000427246094,128.3699951171875,126.62000274658203,126.80999755859375,100.33428955078125,226129300
2011-06-27,126.88999938964844,128.42999267578125,126.63999938964844,127.94000244140625,101.22836303710938,168904700
2011-06-28,128.4499969482422,129.6300048828125,128.27000427246094,129.61000061035156,102.5496826171875,165556300
2011-06-29,130.1999969482422,130.92999267578125,129.6300048828125,130.72000122070312,103.4279556274414,244295500
2011-06-30,131.13999938964844,132.17999267578125,130.7100067138672,131.97000122070312,104.41699981689453,223322700
2011-07-01,132.08999633789062,134.10000610351562,131.77999877929688,133.9199981689453,105.95982360839844,202385700
2011-07-05,133.77999877929688,134.0800018310547,133.38999938964844,133.80999755859375,105.87278747558594,165936000
2011-07-06,133.49000549316406,134.13999938964844,133.11000061035156,133.97000122070312,105.9993896484375,143331600
2011-07-07,135.16000366210938,135.6999969482422,134.8800048828125,135.36000061035156,107.09917449951172,170464200
2011-07-08,133.8300018310547,135.36000061035156,133.38999938964844,134.39999389648438,106.33961486816406,194100500
2011-07-11,132.75,133.17999267578125,131.66000366210938,131.97000122070312,104.41699981689453,195918600
2011-07-12,131.69000244140625,132.77999877929688,131.36000061035156,131.39999389648438,103.96598052978516,214675700
2011-07-13,132.08999633789062,133.22000122070312,131.52000427246094,131.83999633789062,104.3140640258789,204062600
2011-07-14,132.1699981689453,132.77999877929688,130.67999267578125,130.92999267578125,103.59406280517578,226111800
2011-07-15,131.66000366210938,131.8699951171875,130.77000427246094,131.69000244140625,104.1954116821289,220012800
2011-07-18,131.0800018310547,131.27999877929688,129.6300048828125,130.61000061035156,103.34090423583984,196872100
2011-07-19,131.33999633789062,132.88999938964844,131.30999755859375,132.72999572753906,105.01829528808594,166554900
2011-07-20,133.07000732421875,133.14999389648438,132.4199981689453,132.64999389648438,104.9549560546875,137145400
2011-07-21,133.39999389648438,134.82000732421875,132.6699981689453,134.49000549316406,106.41079711914062,245246300
2011-07-22,134.52000427246094,134.72000122070312,133.75999450683594,134.5800018310547,106.4820556640625,126019400
2011-07-25,133.3000030517578,134.49000549316406,133.16000366210938,133.8300018310547,105.8886489868164,136653800
2011-07-26,133.74000549316406,133.9600067138672,133.02999877929688,133.3300018310547,105.4930191040039,131278200
2011-07-27,132.58999633789062,132.6300048828125,130.42999267578125,130.60000610351562,103.33300018310547,249020100
2011-07-28,130.60000610351562,131.77000427246094,130.00999450683594,130.22000122070312,103.0323486328125,207939900
2011-07-29,128.91000366210938,130.5500030517578,127.97000122070312,129.3300018310547,102.328125,307038400
2011-08-01,130.83999633789062,130.9600067138672,127.52999877929688,128.77999877929688,101.89297485351562,325790900
2011-08-02,127.80999755859375,128.5,125.48999786376953,125.48999786376953,99.28986358642578,346653800
2011-08-03,125.66000366210938,126.30999755859375,123.52999877929688,126.16999816894531,99.8279037475586,370830800
2011-08-04,124.41999816894531,124.62000274658203,120.05999755859375,120.26000213623047,95.15181732177734,520721800
2011-08-05,121.76000213623047,122.06999969482422,116.86000061035156,120.08000183105469,95.0093765258789,655619200
2011-08-08,116.91000366210938,120.12000274658203,112.0199966430664,112.26000213623047,88.82205200195312,702263900
2011-08-09,114.06999969482422,117.63999938964844,110.2699966430664,117.4800033569336,92.95221710205078,717828700
2011-08-10,115.26000213623047,116.27999877929688,111.94999694824219,112.29000091552734,88.84581756591797,662607400
2011-08-11,113.26000213623047,118.91999816894531,112.31999969482422,117.33000183105469,92.83354949951172,487979700
2011-08-12,118.4000015258789,119.20999908447266,117.27999877929688,118.12000274658203,93.45860290527344,313731600
2011-08-15,119.19000244140625,120.73999786376953,119.0,120.62000274658203,95.4366455078125,258810600
2011-08-16,119.47000122070312,120.69000244140625,118.30999755859375,119.58999633789062,94.62171173095703,294095200
2011-08-17,120.25,121.19999694824219,118.72000122070312,119.66999816894531,94.68498992919922,238201100
2011-08-18,116.5,119.70999908447266,113.38999938964844,114.51000213623047,90.6023178100586,512956300
2011-08-19,112.95999908447266,115.87999725341797,112.5,112.63999938964844,89.12271118164062,428281300
2011-08-22,115.16999816894531,115.2300033569336,112.41000366210938,112.7300033569336,89.19397735595703,275090600
2011-08-23,113.1500015258789,116.56999969482422,112.58000183105469,116.44000244140625,92.12934875488281,331136600
2011-08-24,116.19000244140625,118.23999786376953,115.91999816894531,118.08000183105469,93.42696380615234,246869700
2011-08-25,118.7300033569336,119.4000015258789,115.87000274658203,116.27999877929688,92.00273895263672,312365400
2011-08-26,115.69000244140625,118.51000213623047,113.8499984741211,117.97000122070312,93.33990478515625,314495900
2011-08-29,119.55999755859375,121.43000030517578,118.05999755859375,121.36000061035156,96.02214050292969,190977200
2011-08-30,120.83000183105469,122.43000030517578,119.26000213623047,121.68000030517578,96.27534484863281,241315700
2011-08-31,122.45999908447266,123.51000213623047,121.30000305175781,122.22000122070312,96.70259094238281,301828400
2011-09-01,122.29000091552734,123.4000015258789,120.77999877929688,120.94000244140625,95.6898422241211,254585900
2011-09-02,118.41999816894531,120.87000274658203,117.43000030517578,117.8499984741211,93.24495697021484,255517200
2011-09-06,114.38999938964844,117.16000366210938,114.37999725341797,116.98999786376953,92.56451416015625,285130500
2011-09-07,118.76000213623047,120.33999633789062,118.36000061035156,120.29000091552734,95.1755142211914,209803200
2011-09-08,119.56999969482422,120.94000244140625,118.7699966430664,119.04000091552734,94.1865234375,250568200
2011-09-09,117.68000030517578,119.05999755859375,115.27999877929688,115.91999816894531,91.7179183959961,380195100
2011-09-12,114.47000122070312,116.76000213623047,114.05000305175781,116.66999816894531,92.31131744384766,305793500
2011-09-13,117.05000305175781,118.18000030517578,116.22000122070312,117.73999786376953,93.1579360961914,272514700
2011-09-14,118.33999633789062,120.80000305175781,116.72000122070312,119.37000274658203,94.44761657714844,319389500
2011-09-15,120.6500015258789,121.47000122070312,119.4000015258789,121.43000030517578,96.0775146484375,326777200
2011-09-16,121.29000091552734,121.97000122070312,120.31999969482422,121.5199966430664,96.64618682861328,284528300
2011-09-19,119.52999877929688,120.93000030517578,118.72000122070312,120.30999755859375,95.683837890625,241517000
2011-09-20,120.81999969482422,121.98999786376953,120.01000213623047,120.16999816894531,95.57250213623047,218932200
2011-09-21,120.2300033569336,120.5999984741211,116.44000244140625,116.62999725341797,92.75709533691406,316251300
2011-09-22,113.25,114.20999908447266,111.30000305175781,112.86000061035156,89.75878143310547,513911300
2011-09-23,112.11000061035156,114.16000366210938,112.0199966430664,113.54000091552734,90.29961395263672,307242500
2011-09-26,114.61000061035156,116.4000015258789,112.9800033569336,116.23999786376953,92.44694519042969,260673700
2011-09-27,118.52999877929688,119.55999755859375,116.83999633789062,117.54000091552734,93.4808578491211,311753900
2011-09-28,117.77999877929688,118.48999786376953,114.97000122070312,115.13999938964844,91.57207489013672,286696800
2011-09-29,117.05000305175781,117.62999725341797,113.93000030517578,116.05000305175781,92.29582214355469,298108900
2011-09-30,114.44999694824219,115.44999694824219,113.06999969482422,113.1500015258789,89.98941040039062,288392300
2011-10-03,112.48999786376953,113.94999694824219,109.80999755859375,109.93000030517578,87.42851257324219,365136800
2011-10-04,108.3499984741211,112.58000183105469,107.43000030517578,112.33999633789062,89.34523010253906,459177500
2011-10-05,112.62000274658203,114.72000122070312,111.58000183105469,114.41999816894531,90.99946594238281,284108000
2011-10-06,114.36000061035156,116.66000366210938,113.51000213623047,116.48999786376953,92.6457748413086,257800800
2011-10-07,117.16999816894531,117.25,115.05999755859375,115.70999908447266,92.02540588378906,312657900
2011-10-10,117.68000030517578,119.62999725341797,117.66999816894531,119.58000183105469,95.10326385498047,230666300
2011-10-11,118.87000274658203,120.04000091552734,118.75,119.69999694824219,95.19873046875,209088000
2011-10-12,120.5999984741211,122.13999938964844,120.33000183105469,120.75,96.03378295898438,281544900
2011-10-13,120.04000091552734,120.87000274658203,119.12000274658203,120.51000213623047,95.84290313720703,212538800
2011-10-14,121.91000366210938,122.5999984741211,121.2300033569336,122.56999969482422,97.48120880126953,211397600
2011-10-17,121.98999786376953,122.55000305175781,119.93000030517578,120.2300033569336,95.62020874023438,202311600
2011-10-18,120.13999938964844,123.5,119.19999694824219,122.58000183105469,97.48920440673828,318857900
2011-10-19,122.37999725341797,123.08000183105469,120.70999908447266,121.12999725341797,96.33600616455078,226601300
2011-10-20,121.43000030517578,122.0999984741211,119.81999969482422,121.66000366210938,96.75753021240234,262075600
2011-10-21,123.08999633789062,124.12000274658203,122.72000122070312,123.97000122070312,98.59466552734375,278999400
2011-10-24,124.16999816894531,125.80000305175781,124.05999755859375,125.48999786376953,99.80355834960938,203215600
2011-10-25,124.88999938964844,124.94999694824219,122.77999877929688,123.05000305175781,97.86299896240234,268596800
2011-10-26,124.3499984741211,124.7699966430664,122.20999908447266,124.30000305175781,98.85713958740234,289053800
2011-10-27,127.62999725341797,129.4199981689453,126.61000061035156,128.6300048828125,102.30082702636719,393220200
2011-10-28,128.0,128.85000610351562,127.80000305175781,128.60000610351562,102.27699279785156,225906500
2011-10-31,127.16000366210938,128.6199951171875,125.31999969482422,125.5,99.81151580810547,228146700
2011-11-01,122.02999877929688,123.51000213623047,121.5199966430664,122.0,97.02790069580078,416565800
2011-11-02,123.83000183105469,124.4000015258789,122.79000091552734,123.98999786376953,98.610595703125,244717600
2011-11-03,125.2699966430664,126.5,123.5999984741211,126.25,100.40798950195312,291174800
2011-11-04,125.2300033569336,125.69999694824219,124.01000213623047,125.4800033569336,99.79561614990234,249401600
2011-11-07,125.38999938964844,126.38999938964844,124.19999694824219,126.26000213623047,100.41594696044922,196617200
2011-11-08,126.91999816894531,128.02000427246094,125.70999908447266,127.87999725341797,101.704345703125,224426300
2011-11-09,124.88999938964844,125.80000305175781,122.86000061035156,123.16000366210938,97.95050048828125,337982000
2011-11-10,124.79000091552734,124.94000244140625,123.0199966430664,124.31999969482422,98.8730239868164,231866500
2011-11-11,125.83000183105469,126.98999786376953,125.79000091552734,126.66000366210938,100.73406982421875,189924400
2011-11-14,126.19000244140625,127.44999694824219,124.91999816894531,125.45999908447266,99.77970886230469,159258300
2011-11-15,125.16999816894531,126.75,124.72000122070312,126.08000183105469,100.27279663085938,184709400
2011-11-16,124.80999755859375,126.33999633789062,123.9000015258789,124.08000183105469,98.68216705322266,235782500
2011-11-17,123.8499984741211,124.16000366210938,121.2300033569336,122.11000061035156,97.11540222167969,331219600
2011-11-18,122.5,122.75,121.47000122070312,121.9800033569336,97.01199340820312,215580400
2011-11-21,120.19999694824219,120.3499984741211,118.6500015258789,119.66000366210938,95.1668930053711,229611600
2011-11-22,119.4000015258789,120.0999984741211,118.5199966430664,119.19000244140625,94.7930908203125,216494900
2011-11-23,118.06999969482422,119.19000244140625,116.55999755859375,116.55999755859375,92.70142364501953,224329100
2011-11-25,116.37999725341797,117.69999694824219,116.19999694824219,116.33999633789062,92.52647399902344,99557000
2011-11-28,119.54000091552734,120.18000030517578,118.81999969482422,119.70999908447266,95.20665740966797,210686000
2011-11-29,120.05000305175781,121.0,119.61000061035156,120.05000305175781,95.4770736694336,199241500
2011-11-30,123.48999786376953,125.22000122070312,120.0,124.98999786376953,99.40589904785156,324439500
2011-12-01,124.8499984741211,125.63999938964844,124.43000030517578,124.97000122070312,99.38999938964844,176954800
2011-12-02,126.12000274658203,126.5,124.77999877929688,124.86000061035156,99.302490234375,221109700
2011-12-05,126.83999633789062,127.18000030517578,125.44000244140625,126.22000122070312,100.38416290283203,225263900
2011-12-06,126.20999908447266,127.11000061035156,125.76000213623047,126.26000213623047,100.41594696044922,178842100
2011-12-07,125.83999633789062,127.26000213623047,124.97000122070312,126.7300033569336,100.78974914550781,237802500
2011-12-08,125.9000015258789,126.18000030517578,123.6500015258789,123.94999694824219,98.57878112792969,240862800
2011-12-09,124.51000213623047,126.37000274658203,124.4000015258789,126.05000305175781,100.24893951416016,209111400
2011-12-12,124.94999694824219,124.97000122070312,123.16000366210938,124.20999908447266,98.78556060791016,215826100
2011-12-13,124.86000061035156,125.56999969482422,122.44999694824219,123.05000305175781,97.86299896240234,245159800
2011-12-14,122.55999755859375,123.02999877929688,121.47000122070312,121.73999786376953,96.82115173339844,238618800
2011-12-15,123.02999877929688,123.19999694824219,121.98999786376953,122.18000030517578,97.17107391357422,199109200
2011-12-16,122.2300033569336,122.94999694824219,121.30000305175781,121.58999633789062,97.31512451171875,220481400
2011-12-19,122.05999755859375,122.31999969482422,120.02999877929688,120.29000091552734,96.27468872070312,183903000
2011-12-20,122.18000030517578,124.13999938964844,120.37000274658203,123.93000030517578,99.18800354003906,225418100
2011-12-21,123.93000030517578,124.36000061035156,122.75,124.16999816894531,99.38004302978516,194230900
2011-12-22,124.62999725341797,125.4000015258789,124.2300033569336,125.2699966430664,100.26045227050781,119465400
2011-12-23,125.66999816894531,126.43000030517578,125.41000366210938,126.38999938964844,101.15682983398438,92187200
2011-12-27,126.16999816894531,126.81999969482422,126.05999755859375,126.48999786376953,101.23686981201172,86075700
2011-12-28,126.51000213623047,126.52999877929688,124.7300033569336,124.83000183105469,99.9083251953125,119107100
2011-12-29,125.23999786376953,126.25,124.86000061035156,126.12000274658203,100.94074249267578,123507200
2011-12-30,126.0199966430664,126.33000183105469,125.5,125.5,100.44454193115234,95599000
2012-01-03,127.76000213623047,128.3800048828125,127.43000030517578,127.5,102.04524993896484,193697900
2012-01-04,127.19999694824219,127.80999755859375,126.70999908447266,127.69999694824219,102.20529174804688,127186500
2012-01-05,127.01000213623047,128.22999572753906,126.43000030517578,128.0399932861328,102.4774169921875,173895000
2012-01-06,128.1999969482422,128.22000122070312,127.29000091552734,127.70999908447266,102.21332550048828,148050000
2012-01-09,128.0,128.17999267578125,127.41000366210938,128.02000427246094,102.46143341064453,99530200
2012-01-10,129.38999938964844,129.64999389648438,128.9499969482422,129.1300048828125,103.34984588623047,115282000
2012-01-11,128.72999572753906,129.3699951171875,128.52000427246094,129.1999969482422,103.40583801269531,111540700
2012-01-12,129.57000732421875,129.6999969482422,128.5399932861328,129.50999450683594,103.65394592285156,118983700
2012-01-13,128.63999938964844,129.0500030517578,127.72000122070312,128.83999633789062,103.1176986694336,179836200
2012-01-17,130.0800018310547,130.32000732421875,128.89999389648438,129.33999633789062,103.51789093017578,132209200
2012-01-18,129.30999755859375,130.83999633789062,129.0800018310547,130.77000427246094,104.66240692138672,163395200
2012-01-19,131.22000122070312,131.57000732421875,130.8000030517578,131.4600067138672,105.21465301513672,126328900
2012-01-20,131.24000549316406,131.9499969482422,130.9199981689453,131.9499969482422,105.60682678222656,138230200
2012-01-23,131.50999450683594,132.25,130.97999572753906,131.61000061035156,105.33470916748047,129295800
2012-01-24,130.8000030517578,131.5,130.60000610351562,131.4600067138672,105.21465301513672,103083300
2012-01-25,131.25999450683594,132.8699951171875,130.75,132.55999755859375,106.09503936767578,198613200
2012-01-26,133.14999389648438,133.39999389648438,131.36000061035156,131.8800048828125,105.55081176757812,184880500
2012-01-27,131.24000549316406,132.0500030517578,131.14999389648438,131.82000732421875,105.50279235839844,135259100
2012-01-30,130.50999450683594,131.44000244140625,130.05999755859375,131.3699951171875,105.14258575439453,147311800
2012-01-31,132.02000427246094,132.17999267578125,130.67999267578125,131.32000732421875,105.10262298583984,157212000
2012-02-01,132.2899932861328,133.13999938964844,132.1300048828125,132.47000122070312,106.02301788330078,166234500
2012-02-02,132.72999572753906,133.02000427246094,132.2100067138672,132.67999267578125,106.1910629272461,113090400
2012-02-03,134.0,134.6199951171875,133.77000427246094,134.5399932861328,107.67972564697266,160598500
2012-02-06,133.97999572753906,134.50999450683594,133.8300018310547,134.4499969482422,107.6076889038086,107694500
2012-02-07,134.1699981689453,135.02000427246094,133.63999938964844,134.7899932861328,107.87985229492188,135528100
